,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
206_Dataset_206,0.833118919,,,,,,,,,,,,,,0.327956989,,,,,,,,,,,,,,186.0,0.651870968,,,13.6381817,0.376588952,,18.41097625,0.211514895,,,,3.194978768,0.179484677,,-1.571972452,0.0,,,-1.353139406,0.0,,,,,,0.0,0.0,61.0,186.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.212605058,0.121505376,,0.751009085,0.129739416,,5.291166369,0.17738172,,2.570821011,0.166940432,,26.7799111,0.286266129,,5.337794918,0.227905926,,,,,,,,,,,,,,,,,,,,,,
207_Dataset_207,-2423.06962,,,,,,,,,,,,,,0.100628931,,,,,,,,,,,,,,5.725789793,11445.72956,,,2.7102417,5877.856195,,1.056944595,1238.945094,,,,0.687658669,435.0932119,,-0.823175395,0.735849057,,,-0.992743213,0.267335629,,,,,,0.0,0.0,16.0,159.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.117410653,14.2513522,,0.150294731,2.02810226,,0.629976759,80.72201258,,0.757850491,6.278165631,,2.186155695,159.5933962,,0.916800007,34.41810908,,,,,,,,,,,,,,,,,,,,,,
208_Dataset_208,-29.0975,,,,,,,,,,,,,,1.076923077,,,,,,,,,,,,,,0.827716942,452507.5385,,,1.027710582,64568.1239,,-0.740834257,32568.31852,,,,0.271361647,4684.078088,,-1.642343564,3.947692308,,,-0.87400513,0.966558792,,,,,,0.0,0.0,14.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.340194532,41.46365385,,-0.088625035,10.77932021,,-1.002859763,245.1403846,,0.277668228,44.66144695,,-0.05013295,548.3484615,,0.830982616,148.8337488,,,,,,,,,,,,,,,,,,,,,,
209_Dataset_209,0.804180064,,,,,,,,,,,,,,0.001836547,,,,,,,,,,,,,,10.79676098,74.35996327,,,3.275952385,118.8755808,,2.688363928,35.80349403,,,,0.940557265,66.51959672,,-0.815301935,5.9771809,,,-0.857873966,0.189426389,,,,,,0.0,0.0,4.0,2178.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.813493475,6.473384986,,-0.631924286,7.778465474,,0.385998332,31.43841598,,0.67207532,73.50668983,,8.492586927,69.49868113,,2.781520761,118.2736349,,,,,,,,,,,,,,,,,,,,,,
210_Dataset_210,-0.008130841,,,,,,,,,,,,,,0.055555556,,,,,,,,,,,,,,8.399550588,2.19287037,,4.0,2.199116709,1.632941873,,3.776197431,1.53349537,,,3.0,1.563220045,1.258397731,,0.711448859,1.20212963,,2.0,0.982241257,0.891782894,,,,,,1.0,0.0,6.0,108.0,0.0,0.0,4.0,2.0,16.66666667,0.0,0.0,66.66666667,33.33333333,,0.773709281,1.20974537,,1.016194576,0.938131934,,2.996895139,1.369490741,,1.535761107,1.254433077,,7.557987873,2.02125,,2.137704453,1.58262818,,,,,,,,,,,,,,,,,,,1.414213562,,,
211_Dataset_211,-1223.266667,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,,-0.83544229,387698.4375,,,0.318911981,99394.9378,,-1.08641654,82613.65982,,,,-0.02745063,15929.84915,,-1.39904954,101.68125,,,-0.447652803,4.760952286,,,,,,0.0,0.0,7.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.2,1954.5,,-0.162001008,10.79155341,,-1.072021058,3193.3125,,0.0,934.4642471,,-0.94968408,117424.0,,0.174967956,6956.101561,,,,,,,,,,,,,,,,,,,,,,
212_Dataset_212,0.197619048,,,,,,,,,,,,,,0.069767442,,,,,,,,,,,,,,0.544061138,9.03255814,,,-0.234484457,7.123080262,,0.139211828,1.876744186,,,,-0.571265408,3.955394689,,-0.647650834,-8.148837209,,,-0.968371133,0.72056487,,,,,,0.0,0.0,3.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.647650834,-8.148837209,,-0.968371133,0.72056487,,0.521225179,4.746511628,,-0.510940635,4.022538936,,0.544061138,9.03255814,,-0.234484457,7.123080262,,,,,,,,,,,,,,,,,,,,,,
213_Dataset_213,-455.4690722,,,,,,,,,,,,,,0.056410256,,,,,,,,,,,,,,0.373871395,558.7282051,,184.0,1.059748443,418.7178059,,0.3259566,309.5820513,,,21.5,0.516519831,214.9672487,,0.278041806,60.43589744,,2.0,-0.026708781,11.21669152,,,,,,3.0,0.0,11.0,195.0,2.0,2.0,2.0,9.0,27.27272727,1.025641026,0.093240093,18.18181818,81.81818182,,0.278041806,60.43589744,,-0.026708781,11.21669152,,0.3259566,309.5820513,,0.516519831,214.9672487,,0.373871395,558.7282051,,1.059748443,418.7178059,,,,,,,,,,,,,,,,,,,57.11246215,,,
214_Dataset_214,0.914303158,,,,,,,,,,,,,,0.052083333,,,,,,,,,,,,,,3.190359312,189.875,,,0.443246415,8.62111042,,0.427140601,48.82810292,,,,-0.020714136,3.815101221,,-1.26009228,0.161288542,,,-1.185028934,0.059793094,,,,,,0.0,0.0,5.0,96.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.868868799,0.290778125,,-0.645319158,0.084328245,,-0.357874204,25.944375,,0.315984791,3.325324809,,2.115657403,108.8072917,,0.435541422,7.790762403,,,,,,,,,,,,,,,,,,,,,,
216_Dataset_216,0.998113749,,,,,,,,,,,,,,0.001144647,,,,,,,,,,,,,,11285.84774,0.05449003,,,103.7068709,277.5936317,,952.7111361,-1.888413218,,,,9.35332502,16.8449269,,-0.563314208,-12.79878306,,,-1.510431344,1.74e-06,,,,,,0.0,0.0,19.0,16599.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.371313774,-0.03397795,,-1.438835647,0.000402491,,2.807351308,-0.000754172,,-0.101966506,0.006717074,,7.617950491,1.81e-08,,0.179397213,0.951700725,,,,,,,,,,,,,,,,,,,,,,
217_Dataset_217,0.892958904,,,,,,,,,,,,,,0.378378378,,,,,,,,,,,,,,34.38773148,0.659337838,,,5.954723323,0.289415911,,5.82022723,0.258545367,,,,1.92965233,0.187995765,,-0.87855317,0.0,,,-0.614131146,0.0,,,,,,0.0,0.0,28.0,74.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.12252924,0.175712838,,0.843845849,0.147793707,,2.51983451,0.232966216,,1.580296796,0.188034049,,5.643118259,0.337837838,,2.381921156,0.234262926,,,,,,,,,,,,,,,,,,,,,,
222_Dataset_222,-14.79410853,,,,,,,,,,,,,,0.076923077,,,,,,,,,,,,,,4.124274737,62.828232,,2.0,1.419270417,15.85826723,,1.170854228,16.85601115,,,2.0,0.704595233,5.434179707,,-0.913530096,0.216869919,,2.0,0.170691168,0.107941845,,,,,,3.0,0.0,10.0,130.0,69.0,97.0,7.0,3.0,30.0,53.07692308,7.461538462,70.0,30.0,,0.25943666,1.377674419,,0.171598517,0.453596292,,1.01905445,12.18860345,,0.731675007,5.037237279,,1.616231743,22.18292308,,1.294502719,8.374083392,,,,,,,,,,,,,,,,,,,0.0,,,
223_Dataset_223,0.474973656,,,,,,,,,,,,,,0.010526316,,,,,,,,,,,,,,-0.016535517,70.67342105,,,0.747268062,14.29941186,,-0.796119496,41.61005916,,,,-0.008787012,7.085747773,,-1.303342669,18.70447368,,,-0.661233303,2.730363794,,,,,,0.0,0.0,10.0,950.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.045847153,23.91552632,,-0.333855598,3.945111418,,-0.972436177,44.08486842,,-0.014214813,6.073158913,,-0.484575209,50.46144737,,0.306724203,10.91415001,,,,,,,,,,,,,,,,,,,,,,
224_Dataset_224,-10.62807018,,,,,,,,,,,,,,0.034965035,,,,,,,,,,,,,,0.071943518,50.93706294,,18.0,0.056228847,10.35821897,,-0.27334454,37.7972028,,,4.625,0.024551544,10.04096127,,-0.618632597,24.65734266,,2.0,-0.00712576,9.723703564,,,,,,4.0,0.0,10.0,286.0,9.0,9.0,2.0,8.0,40.0,3.146853147,0.314685315,20.0,80.0,,-0.618632597,24.65734266,,-0.00712576,9.723703564,,-0.27334454,37.7972028,,0.024551544,10.04096127,,0.071943518,50.93706294,,0.056228847,10.35821897,,,,,,,,,,,,,,,,,,,5.501623137,,,
225_Dataset_225,-5.561634914,,,,,,,,,,,,,,0.001098633,,,,,,,,,,,,,,-1.082968385,1.162047081,,,0.018377786,5.622332637,,-1.182189367,0.131478262,,,,-0.021777304,1.426134273,,-1.203293544,-0.014780121,,,-0.150073198,0.343691472,,,,,,0.0,0.0,9.0,8192.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.200743816,-0.003511657,,-0.020612144,0.715071323,,-1.19355733,0.003153814,,-0.008014329,1.085666379,,-1.186027501,0.015697354,,0.003733076,1.08996114,,,,,,,,,,,,,,,,,,,,,,
226_Dataset_226,-8.05,,,,,,,,,,,,,,0.185185185,,,,,,,,,,,,,,2.289817499,7402.407407,,,1.166877053,2754.632675,,-0.180563984,1917.21103,,,,-0.043303779,561.7023013,,-1.2,1.712296296,,,-1.688031736,0.97474347,,,,,,0.0,0.0,5.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.148276403,1.807203704,,-1.131206262,1.071324551,,-0.907110252,207.0333333,,0.0,7.937253933,,1.150421568,4687.703704,,1.022946814,1399.215802,,,,,,,,,,,,,,,,,,,,,,
227_Dataset_227,-14.01550482,,,,,,,,,,,,,,0.001586914,,,,,,,,,,,,,,313.7492589,1328125.96,,,13.89785224,422019.427,,72.11975585,125046.8595,,,,4.421146607,62074.41403,,0.903141264,1.884554443,,,-3.416749603,2.479493427,,,,,,0.0,0.0,13.0,8192.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,100.0,0.0,,3.830507178,16.33294678,,1.355042937,24.14681517,,19.42134743,150.0582275,,3.848024602,160.47898,,131.5329352,49102.30444,,7.53265483,71619.4834,,,,,,,,,,,,,,,,,,,,,,
228_Dataset_228,-11.46862963,,,,,,,,,,,,,,0.054545455,,,,,,,,,,,,,,-0.061582878,53.81818182,,12.0,0.888015385,24.00911392,,-0.678738302,48.54665455,,,12.0,0.40924044,19.77623566,,-1.295893727,43.27512727,,12.0,-0.069534504,15.54335741,,,,,,0.0,0.0,3.0,55.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,66.66666667,33.33333333,,-1.295893727,43.27512727,,-0.069534504,15.54335741,,-0.678738302,48.54665455,,0.40924044,19.77623566,,-0.061582878,53.81818182,,0.888015385,24.00911392,,,,,,,,,,,,,,,,,,,0.0,,,
229_Dataset_229,-4.437738693,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,-0.297050565,0.105,,,0.221620534,4.47470509,,-1.438667351,-0.040663636,,,,0.037667149,1.169702229,,-2.000106629,-0.3373,,,-0.196117946,0.777817459,,,,,,0.0,0.0,11.0,200.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.573446221,-0.105,,-0.095982715,0.81419566,,-1.529194794,-0.02,,0.037378806,0.827161399,,-1.428922872,0.055,,0.193041551,0.8457847,,,,,,,,,,,,,,,,,,,,,,
230_Dataset_230,-62.90865385,,,,,,,,,,,,,,0.033492823,,,,,,,,,,,,,,22.46889907,11796.15311,,,4.027332866,11726.56438,,14.06658054,2145.964457,,,,3.220225566,2299.977587,,5.902470634,4.698564593,,,2.140662637,6.816273503,,,,,,0.0,0.0,7.0,209.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,7.062767112,18.26794258,,2.544153006,25.99731821,,15.88808138,105.6220096,,3.515933448,160.8307331,,19.25218675,2867.980861,,3.892814292,3878.742758,,,,,,,,,,,,,,,,,,,,,,
232_Dataset_232,-78.25350318,,,,,,,,,,,,,,0.050632911,,,,,,,,,,,,,,0.856149381,398.6955696,,7.0,1.098221819,359.0862037,,0.171806987,87.81329114,,,4.5,0.382825427,67.01203927,,-0.98949621,14.11962025,,2.0,-0.474183813,2.281229383,,,,,,1.0,0.0,8.0,158.0,87.0,87.0,6.0,2.0,12.5,55.06329114,6.882911392,75.0,25.0,,-0.193581926,23.19984177,,-0.017882384,6.792589771,,0.332384188,28.32468354,,0.472709272,10.38570809,,0.534810502,123.0653481,,0.719513894,98.49930827,,,,,,,,,,,,,,,,,,,3.535533906,,,
275_Dataset_275,0.371428571,0.509880864,0.492957746,0.034951456,0.509880864,0.492957746,0.034951456,0.509880864,0.492957746,0.034951456,1.787065986,0.628189861,0.464788732,0.141758242,0.887323944,,0.675966244,0.394366197,0.29,0.675966244,0.394366197,0.29,0.675966244,0.394366197,0.29,59.15492958,42.0,,71.0,1409.61548,,6.0,8.426149773,11382.79577,,12.94015159,56.08166414,,,6.0,1.715841207,315.4318109,,-1.641365809,-29.00150825,,6.0,-5.880230833,0.001123526,2.816901408,2.0,0.666659695,0.450704225,0.255570118,0.0,6.0,63.0,71.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,98.41269841,1.587301587,,-0.420912028,0.454673335,,-0.287871221,0.215163105,,0.220008398,0.76130738,,0.637968471,1.262283768,,11.01272293,7.35753737,,2.544801839,16.67895478,0.490387737,0.408450704,0.0,0.490387737,0.408450704,0.0,0.490387737,0.408450704,0.0,0.576059438,0.507042254,0.178135048,0.576059438,0.507042254,0.178135048,0.576059438,0.507042254,0.178135048,0.0,0.638041944,0.535211268,0.238498448
276_Dataset_276,0.465753425,0.576380752,0.378378378,0.141673571,0.576380752,0.378378378,0.141673571,0.576380752,0.378378378,0.141673571,1.310029886,0.564375728,0.391891892,0.047069272,0.851351351,,0.566392414,0.418918919,0.156307466,0.566392414,0.418918919,0.156307466,0.566392414,0.418918919,0.156307466,67.56756757,50.0,,74.0,1353.66904,,4.0,8.602325267,11149.82007,,13.38561361,54.72114799,,,4.0,1.747066691,309.3697008,,-1.635654744,-26.74324861,,4.0,-5.956596663,0.001100516,4.054054054,3.0,0.6077539,0.472972973,0.099130435,0.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,98.41269841,1.587301587,,-0.439269992,0.447764037,,-0.227558888,0.214804467,,0.094389212,0.754233851,,0.603943596,1.248613192,,10.03517906,7.831276534,,2.595393665,16.5823888,0.579593185,0.364864865,0.085164835,0.579593185,0.364864865,0.085164835,0.579593185,0.364864865,0.085164835,0.556848776,0.418918919,0.087872763,0.556848776,0.418918919,0.087872763,0.556848776,0.418918919,0.087872763,0.0,0.563597603,0.432432432,0.092372557
277_Dataset_277,0.356164384,0.61957749,0.5,0.178024617,0.61957749,0.5,0.178024617,0.61957749,0.5,0.178024617,1.543706343,0.58448432,0.472972973,0.089630931,0.851351351,,0.590037836,0.540540541,0.144508671,0.590037836,0.540540541,0.144508671,0.590037836,0.540540541,0.144508671,60.81081081,45.0,,74.0,1353.66904,,4.0,8.602325267,11149.82007,,13.38561361,54.72114799,,,4.0,1.747066691,309.3697008,,-1.635654744,-26.74324861,,4.0,-5.956596663,0.001100516,6.756756757,5.0,0.578075658,0.513513514,0.137423313,0.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,98.41269841,1.587301587,,-0.439269992,0.447764037,,-0.227558888,0.214804467,,0.094389212,0.754233851,,0.603943596,1.248613192,,10.03517906,7.831276534,,2.595393665,16.5823888,0.585450265,0.405405405,0.084536082,0.585450265,0.405405405,0.084536082,0.585450265,0.405405405,0.084536082,0.567089893,0.513513514,0.142682927,0.567089893,0.513513514,0.142682927,0.567089893,0.513513514,0.142682927,0.0,0.558181847,0.513513514,0.11405167
278_Dataset_278,0.561643836,0.796567572,0.175675676,0.554835724,0.796567572,0.175675676,0.554835724,0.796567572,0.175675676,0.554835724,1.235829884,0.710288565,0.189189189,0.463212435,0.851351351,,0.784127567,0.175675676,0.575463372,0.784127567,0.175675676,0.575463372,0.784127567,0.175675676,0.575463372,72.97297297,54.0,,74.0,1353.66904,,4.0,8.602325267,11149.82007,,13.38561361,54.72114799,,,4.0,1.747066691,309.3697008,,-1.635654744,-26.74324861,,4.0,-5.956596663,0.001100516,4.054054054,3.0,0.742630834,0.22972973,0.475177305,0.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,98.41269841,1.587301587,,-0.439269992,0.447764037,,-0.227558888,0.214804467,,0.094389212,0.754233851,,0.603943596,1.248613192,,10.03517906,7.831276534,,2.595393665,16.5823888,0.492632719,0.27027027,0.0,0.492632719,0.27027027,0.0,0.492632719,0.27027027,0.0,0.831351981,0.175675676,0.627708978,0.831351981,0.175675676,0.627708978,0.831351981,0.175675676,0.627708978,0.0,0.804195804,0.162162162,0.63
285_Dataset_285,0.238341969,0.833286851,0.396907216,0.50631238,0.833286851,0.396907216,0.50631238,0.833286851,0.396907216,0.50631238,2.546339744,0.63703375,0.587628866,0.178820734,0.149484536,11.31680139,0.773710313,0.407216495,0.492566964,0.773710313,0.407216495,0.492566964,0.773710313,0.407216495,0.492566964,30.92783505,60.0,2.875346429,82.0482079,700.0463918,1.131112253,14.0,8.569579827,2170.927932,1.24549941,69.25154436,361.6572165,0.225005252,4.535423737,4.666666667,7.663973401,1131.431008,0.314207594,56.45488083,23.26804124,0.016122473,2.0,6.758366976,91.93408491,2.06185567,4.0,0.830940825,0.402061856,0.4998182,13.0,8.0,29.0,194.0,0.0,0.0,2.0,27.0,44.82758621,0.0,0.0,6.896551724,93.10344828,0.626290682,56.45488083,23.26804124,0.051829822,6.758366976,91.93408491,0.894151833,69.25154436,361.6572165,0.12566058,7.663973401,1131.431008,1.993997607,82.0482079,700.0463918,0.290337663,8.569579827,2170.927932,0.853168538,0.407216495,0.483155161,0.853168538,0.407216495,0.483155161,0.853168538,0.407216495,0.483155161,0.684696432,0.530927835,0.326388889,0.684696432,0.530927835,0.326388889,0.684696432,0.530927835,0.326388889,3.508232077,0.717801266,0.453608247,0.426170549
287_Dataset_287,0.2221367,,,,,,,,,,,,,,0.001847006,,,,,,,,,,,,,,50.89805146,115.7445744,,,5.399827732,56.52185452,,7.366977341,15.0581178,,,,1.265607367,6.920753209,,-0.531687383,0.056033862,,,-0.001177478,0.002998673,,,,,,0.0,0.0,12.0,6497.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.266156019,0.387566569,,0.408061767,0.146189867,,3.592322182,4.330868093,,0.892891902,0.518945873,,7.581195298,9.67267739,,1.666241371,3.892461247,,,,,,,,,,,,,,,,,,,,,,
294_Dataset_294,0.585327945,,,,,,,,,,,,,,0.005749806,,,,,,,,,,,,,,1.277343254,99.31126651,,,0.918709084,22.90506493,,-0.18345361,81.31499611,,,,0.048314497,17.58607008,,-1.24417209,3.668686869,,,-0.674727507,2.214052121,,,,,,0.0,0.0,37.0,6435.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.882955182,69.34483294,,-0.385974983,13.60428249,,-0.673242344,82.66060606,,0.022399581,16.72962267,,0.503504925,91.22408702,,0.616294019,20.9367443,,,,,,,,,,,,,,,,,,,,,,
296_Dataset_296,0.999791192,,,,,,,,,,,,,,0.002981818,,,,,,,,,,,,,,6874.5,0.629408727,,,2.366188033,260.214455,,894.5643142,-0.829680295,,,,-4.479789749,7.406135399,,-0.616275307,-12.59956364,,,-75.97382828,1.21e-05,,,,,,0.0,0.0,41.0,13750.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,100.0,0.0,,4.668250917,-9.93e-05,,-2.138271851,0.000518706,,6.985814988,0.0,,0.107261258,0.006917703,,15.44378253,0.021965709,,2.347694728,0.065863587,,,,,,,,,,,,,,,,,,,,,,
298_Dataset_298,0.888809694,,,,,,,,,,,,,,0.008755854,,,,,,,,,,,,,,1825.552991,24.25320709,,,39.36101539,12.91805758,,140.2151208,1.731821776,,,,6.508664739,1.144693663,,-1.961445886,0.00091631,,,-0.707524631,0.030258287,,,,,,0.0,0.0,86.0,9822.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.39705812,0.022805946,,0.4795511,0.22156813,,6.864663825,0.637344736,,1.741519643,0.849708291,,122.5017361,2.742262268,,10.41982152,1.728135593,,,,,,,,,,,,,,,,,,,,,,
299_Dataset_299,0.961002786,,,,,,,,,,,,,,0.252777778,,,,,,,,,,,,,,-0.245478354,8.0,,,0.191995129,4.326507015,,-0.71370267,0.594068439,,,,-0.18532247,0.221639859,,-1.210845819,0.46376037,,,-0.467320754,0.140700968,,,,,,0.0,0.0,91.0,360.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.883280957,0.497372528,,-0.304189163,0.162139025,,-0.703731062,0.507066811,,-0.236474769,0.176421684,,-0.56554759,0.525147944,,-0.043619144,0.188805431,,,,,,,,,,,,,,,,,,,,,,
300_Dataset_300,0.300025654,0.913977885,0.194562011,0.797655607,0.913977885,0.194562011,0.797655607,0.913977885,0.194562011,0.797655607,4.70043828,0.72845508,0.923945107,0.0390823,0.079261254,,0.918834925,0.182634347,0.810060238,0.918834925,0.182634347,0.810060238,0.918834925,0.182634347,0.810060238,3.847633705,300.0,,136.5355821,0.811861357,,26.0,10.7719017,0.940113209,,3.605662565,0.064796037,,,26.0,0.442067453,0.414080732,,-1.473749889,-0.985512736,,26.0,-2.367036229,0.054925853,3.821982814,298.0,0.980894377,0.169167629,0.824065372,0.0,26.0,618.0,7797.0,0.0,0.0,617.0,1.0,0.0,0.0,0.0,99.8381877,0.161812298,,-0.737320413,-0.143701385,,-0.584518184,0.340015229,,-0.330167859,0.20226895,,-0.086743434,0.405964054,,0.368795693,0.417446762,,0.505854096,0.494355791,0.953479086,0.226240862,0.764709396,0.953479086,0.226240862,0.764709396,0.953479086,0.226240862,0.764709396,0.798589525,0.38732846,0.597178432,0.798589525,0.38732846,0.597178432,0.798589525,0.38732846,0.597178432,0.0,0.924133417,0.144286264,0.849942338
301_Dataset_301,0.948717949,,,,,,,,,,,,,,0.028785489,,,,,,,,,,,,,,29.83051132,0.028785489,,1688.0,5.639768284,0.167236099,,29.83051132,0.028785489,,,315.3888889,5.639768284,0.167236099,,29.83051132,0.028785489,,56.0,5.639768284,0.167236099,,,,,,0.0,0.0,73.0,2536.0,0.0,0.0,1.0,72.0,0.0,0.0,0.0,1.369863014,98.63013699,,29.83051132,0.028785489,,5.639768284,0.167236099,,29.83051132,0.028785489,,5.639768284,0.167236099,,29.83051132,0.028785489,,5.639768284,0.167236099,,,,,,,,,,,,,,,,,,,392.2416816,,,
307_Dataset_307,0.0,0.860874299,0.305050505,0.664444444,0.860874299,0.305050505,0.664444444,0.860874299,0.305050505,0.664444444,3.459431619,0.677468013,0.824242424,0.093333333,0.013131313,,0.873031425,0.32020202,0.647777778,0.873031425,0.32020202,0.647777778,0.873031425,0.32020202,0.647777778,9.090909091,90.0,3.906890596,0.15243688,1.881763636,0.0,15.0,0.357060422,1.175272004,2.451841114,-0.391427215,-0.103180404,0.0,,9.333333333,0.091115273,0.699331811,0.996791632,-0.762139518,-3.203740404,0.0,2.0,-0.206152046,0.461926838,9.090909091,90.0,0.944771044,0.416161616,0.542222222,1.0,11.0,13.0,990.0,0.0,0.0,10.0,3.0,7.692307692,0.0,0.0,76.92307692,23.07692308,0.996791632,-0.55985692,-0.356185606,0.0,-0.006222605,0.572516912,2.451841114,-0.426099397,-0.03785202,0.0,0.060133853,0.634293879,3.906890596,-0.242557615,0.544173232,0.0,0.250622908,0.786692808,0.840629068,0.639393939,0.296666667,0.840629068,0.639393939,0.296666667,0.840629068,0.639393939,0.296666667,0.847517396,0.290909091,0.68,0.847517396,0.290909091,0.68,0.847517396,0.290909091,0.68,6.658328118,0.957222222,0.077777778,0.914444444
308_Dataset_308,0.966300857,,,,,,,,,,,,,,0.00402832,,,,,,,,,,,,,,0.039890517,1.385738269,,,0.025773472,43.7473024,,-1.159371746,0.640603809,,,,-0.002122582,7.357933732,,-1.226635652,-0.530320483,,,-0.032069854,0.030259759,,,,,,0.0,0.0,33.0,8192.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.205393135,0.000613245,,-0.010120348,0.650829699,,-1.196314041,0.275377282,,-0.004759983,1.340369523,,-1.186199938,1.377188804,,0.005401913,1.361568434,,,,,,,,,,,,,,,,,,,,,,
